PRT_ID,AREA,LATITUDE,LONGITUDE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INT_SQFT,
P00829,Chrompet,12.951611,80.1461663,188,1,1,2,Partial,Yes,Others,AllPub,Gravel,RL,4.2,2.1,4.6,3.48,284129,91655,9165460,783,
P00522,Anna Nagar,13.0849557,80.2101342,131,1,1,4,AbNormal,No,House,AllPub,Paved,RM,4.1,4.9,3.4,4.02,383066,197711,12356960,1661,
P00028,Chrompet,12.951611,80.1461663,88,1,1,3,AbNormal,Yes,Commercial,AllPub,Paved,RL,3.7,2.4,4.5,3.42,386672,87313,12473300,958,
P06794,Adyar,13.0011774,80.2564957,82,2,2,4,Partial,No,Commercial,NoSewr ,No Access,I,3.6,4.7,2.9,3.47,424317,38574,12858080,1276,
P06880,KK Nagar,13.0410013,80.1993919,47,3,2,5,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3.6,2.7,4.8,3.81,579629,281982,15665660,1877,
P00056,Anna Nagar,13.0849557,80.2101342,159,2,1,5,Partial,Yes,House,ELO,No Access,RL,4.1,2.1,4.4,3.72,361592,144637,12053080,1845,
P05306,KK Nagar,13.0410013,80.1993919,61,2,1,4,AdjLand,Yes,House,NoSeWa,Paved,RH,2.2,3.7,2,2.57,467890,224587,9357800,1533,
P01449,Chrompet,12.951611,80.1461663,108,2,1,4,AdjLand,Yes,Others,AllPub,Gravel,RM,5,3.6,4.4,4.26,334127,77106,12851040,1257,
P05471,Karapakkam,12.9190519,80.2300343,128,2,2,4,Normal Sale,Yes,House,NoSewr ,Gravel,RL,4.2,3.1,4.1,3.83,318841,127537,9109750,1353,
P09164,Velachery,12.9754605,80.2207047,190,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,A,4.3,2.8,4.1,3.57,240385,142729,7512030,1672,
P09257,Chrompet,12.951611,80.1461663,31,1,1,3,Normal Sale,Yes,Commercial,AllPub,No Access,RH,4.2,4,4.3,4.15,370169,165938,12764450,1097,
P02895,KK Nagar,13.0410013,80.1993919,9,3,2,5,Family,Yes,House,NoSewr ,Paved,RH,4.8,3,4,3.94,367822,178656,10509200,1986,
P09023,Chrompet,12.951611,80.1461663,176,1,1,3,AbNormal,No,House,NoSewr ,No Access,RH,4.5,3.5,4,3.95,200358,93023,7155650,1083,
P03061,Chrompet,12.951611,80.1461663,163,2,1,4,Family,Yes,Commercial,ELO,No Access,RH,3.5,2.5,4,3.25,400509,180875,12919650,1218,
P05094,T Nagar,13.0417591,80.2340761,5,2,1,5,Normal Sale,No,Others,NoSeWa,No Access,RM,5,4.5,2.8,3.885,502322,265115,13953400,1903,
P07578,Chrompet,12.951611,80.1461663,103,1,1,3,Family,Yes,Commercial,NoSeWa,Gravel,RL,4.9,2,2.2,2.93,408213,197922,12370100,860,
P05083,Karapakkam,12.9190519,80.2300343,92,1,1,3,AdjLand,No,Commercial,NoSewr ,No Access,A,2.8,3.6,3.3,3.24,291146,75951,6329250,1003,
P00464,Chrompet,12.951611,80.1461663,29,1,1,3,Family,Yes,Commercial,AllPub,No Access,RL,3.7,4.2,3.3,3.78,398238,167003,12846400,1078,
P00960,Chrompet,12.951611,80.1461663,198,1,1,3,AbNormal,Yes,Others,AllPub,No Access,RL,2.5,4.1,2.9,3.26,243212,145927,9728460,1133,
P07548,KK Nagar,13.0410013,80.1993919,157,2,1,4,AbNormal,No,House,AllPub,Paved,RM,2.4,4.5,3.5,3.47,439670,93547,9354680,1494,
P09475,Adyar,13.0011774,80.2564957,27,1,1,2,AdjLand,No,Others,AllPub,Gravel,RL,2.1,3.3,4.6,3.59,326927,16346,8173180,626,
P06415,Chrompet,12.951611,80.1461663,82,1,1,2,AdjLand,No,House,ELO,Paved,RM,2.2,3.3,2.3,2.67,198508,36761,7352150,719,
P01520,Karapakkam,12.9190519,80.2300343,121,1,1,3,AdjLand,Yes,Others,AllPub,No Access,C,3.4,2,4.3,3.34,192291,135735,5655625,921,
P01920,T Nagar,13.0417591,80.2340761,135,2,1,5,AbNormal,Yes,Commercial,AllPub,Paved,RL,2.4,4.2,4.2,3.66,747611,219886,21988560,1867,
P09305,Chrompet,12.951611,80.1461663,23,1,1,3,Family,No,House,NoSeWa,Gravel,RM,5,3.4,4.5,4.21,230558,26603,8867600,1010,
P04384,Karapakkam,12.9190519,80.2300343,66,2,2,4,Family,No,House,ELO,Gravel,C,5,3.9,4.8,4.59,223372,131395,6569750,1404,
P02334,Karapakkam,12.9190519,80.2300343,140,1,1,3,AdjLand,No,Others,NoSeWa,No Access,RH,2.5,2.3,4.1,3.08,323516,125445,6602375,1305,
P05328,Karapakkam,12.9190519,80.2300343,127,2,2,4,Family,Yes,Others,AllPub,No Access,RM,2.8,4.6,4.2,3.9,471011,143351,10239375,1647,
P05629,Karapakkam,12.9190519,80.2300343,85,2,2,4,AdjLand,Yes,Others,ELO,No Access,RM,2.5,4.6,3.3,3.45,491569,88482,9831375,1433,
P08670,Chrompet,12.951611,80.1461663,186,1,1,3,Normal Sale,No,Others,ELO,Gravel,RM,2,2.9,4.7,3.17,301983,45755,9151000,925,
P01231,Chrompet,12.951611,80.1461663,166,1,1,3,Partial,Yes,Others,NoSewr ,Paved,RM,2.1,2.4,3.7,2.7,322134,140934,10066680,964,
P03415,Karapakkam,12.9190519,80.2300343,122,1,1,2,AdjLand,No,Commercial,NoSewr ,Paved,RM,4.3,4.7,3,3.9,268583,126392,7899500,571,
P02952,Anna Nagar,13.0849557,80.2101342,23,2,1,5,Normal Sale,No,Others,AllPub,No Access,RH,2.6,4.2,2.1,2.8,416565,98015,12251920,1828,
P05082,Karapakkam,12.9190519,80.2300343,131,2,2,4,Normal Sale,Yes,Others,NoSeWa,No Access,RM,4.7,4.3,3.7,4.18,341834,151926,9495375,1595,
P07620,Adyar,13.0011774,80.2564957,98,1,1,2,AdjLand,Yes,Others,ELO,Gravel,I,4.8,4.8,3.5,4.15,254124,69306,7700720,615,
P01327,Chrompet,12.951611,80.1461663,42,1,1,3,AdjLand,Yes,Commercial,NoSewr ,Paved,RL,2.3,2.6,2.1,2.36,305428,73303,12217100,919,
P06733,Chrompet,12.951611,80.1461663,30,1,1,3,AdjLand,Yes,Others,AllPub,Gravel,RM,4.4,2.5,4.6,3.7,367607,122536,11139610,1018,
P01027,T Nagar,13.0417591,80.2340761,64,1,1,4,Family,No,Commercial,NoSewr ,No Access,RM,2.9,2.1,3.7,3.06,599198,299599,17623460,1578,
P01321,T Nagar,13.0417591,80.2340761,134,1,1,4,AbNormal,No,Others,AllPub,Paved,RM,3.5,2,3,2.9,394490,231253,13603120,1660,
P02892,Chrompet,12.951611,80.1461663,191,1,1,2,AdjLand,Yes,Commercial,ELO,Gravel,RL,4.5,3,2.4,3.27,289451,104202,11578050,796,
P06165,KK Nagar,13.0410013,80.1993919,111,4,2,6,AdjLand,No,Others,NoSewr ,Paved,RL,5,3.6,4.4,4.34,453842,155603,12966920,2416,
P05598,Chrompet,12.951611,80.1461663,73,1,1,2,AbNormal,Yes,Others,NoSeWa,No Access,RM,3.2,2.8,4.4,3.4,238538,144826,8519200,760,
P06068,Velachery,12.9754605,80.2207047,174,2,1,4,Family,No,Commercial,AllPub,No Access,I,2.2,2.4,3.5,2.68,390758,182354,13025260,1767,
P02809,Chrompet,12.951611,80.1461663,97,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RL,4.5,4.8,3.1,4.2,234738,54772,7824600,817,
P04941,Adyar,13.0011774,80.2564957,77,1,1,2,AdjLand,Yes,House,NoSewr ,Paved,RL,3.9,2.8,2.9,3.18,273531,68383,8547835,630,
P07995,Adyar,13.0011774,80.2564957,130,1,1,3,Partial,No,Commercial,AllPub,No Access,RM,2.8,4.7,2,2.78,390808,167489,11165950,833,
P09026,Chrompet,12.951611,80.1461663,21,1,1,2,Partial,No,Commercial,NoSeWa,No Access,RL,2.5,4.9,4.8,4.15,250101,101893,9263000,740,
P03111,KK Nagar,13.0410013,80.1993919,147,2,1,4,Family,No,Commercial,NoSewr ,Gravel,RL,4,2.8,5,4.04,596653,244085,13560300,1520,
P02499,Chrompet,12.951611,80.1461663,151,1,1,2,Partial,No,House,ELO,Gravel,RH,2.1,2.8,3.3,2.74,207857,44091,6298700,769,
P01358,Anna Nagar,13.0849557,80.2101342,15,1,1,4,AdjLand,Yes,House,NoSeWa,No Access,RM,3.2,2.7,3.8,3.315,369106,89095,12727790,1638,
P09585,Velachery,12.9754605,80.2207047,14,3,2,5,AbNormal,Yes,Commercial,NoSewr ,No Access,RL,4.2,3.1,3.3,3.44,631215,161850,16185010,1857,
P05096,Karapakkam,12.9190519,80.2300343,181,1,1,3,AdjLand,Yes,Others,AllPub,Gravel,RM,2,3.6,2.1,2.52,346332,118482,9114000,924,
P07781,Adyar,13.0011774,80.2564957,96,1,1,2,Normal Sale,Yes,Others,ELO,No Access,RH,2.2,2.8,3.3,2.87,204800,13653,6826655,600,
P04122,Velachery,12.9754605,80.2207047,187,3,2,5,AbNormal,No,House,AllPub,Gravel,I,2.6,2.7,4,3.07,279871,195910,9329030,1964,
P03730,Anna Nagar,13.0849557,80.2101342,66,2,1,5,Partial,Yes,House,ELO,Gravel,RL,3.6,2.7,3.2,3.166666667,489460,190346,13596110,1914,
P04502,Anna Nagar,13.0849557,80.2101342,31,1,1,4,Normal Sale,Yes,Others,NoSeWa,No Access,RL,4.3,4.4,3.5,4.005,516892,225312,13253630,1678,
P05510,Karapakkam,12.9190519,80.2300343,43,1,1,2,AdjLand,Yes,House,NoSewr ,Gravel,RH,5,2.1,4.2,3.81,265563,83862,6988500,758,
P01826,Karapakkam,12.9190519,80.2300343,157,1,1,3,Normal Sale,No,Others,AllPub,No Access,RL,2.3,4.7,2.6,3.14,287585,150640,6847250,1110,
P03376,Velachery,12.9754605,80.2207047,88,2,1,4,Normal Sale,Yes,Others,NoSewr ,No Access,RM,3.7,2.1,4.2,3.13,443511,81699,11671340,1782,
P08277,Adyar,13.0011774,80.2564957,63,2,2,4,AbNormal,Yes,Others,NoSewr ,Gravel,A,3.2,2.7,2.3,2.65,358881,92021,9202070,1282,
P01381,Chrompet,12.951611,80.1461663,77,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RM,3.7,2.5,2.8,2.95,293412,132509,9464900,913,
P05314,Velachery,12.9754605,80.2207047,70,2,1,4,Family,No,Others,ELO,Paved,I,2.1,4.9,3.6,3.81,332349,166175,8308730,1545,
P07460,Chrompet,12.951611,80.1461663,91,1,1,3,Partial,No,Commercial,NoSewr ,Gravel,RL,3.9,3.7,4.2,3.91,325049,96311,12038850,971,
P07933,Adyar,13.0011774,80.2564957,60,1,1,2,AbNormal,Yes,Others,NoSewr ,No Access,C,4.7,4.3,3.9,4.22,171669,40056,5722305,605,
P09524,Chrompet,12.951611,80.1461663,83,1,1,3,AdjLand,Yes,House,NoSewr ,Paved,RL,3.2,2.3,2.8,2.72,266123,91767,9176650,1014,
P09212,Chrompet,12.951611,80.1461663,79,1,1,3,Partial,No,Commercial,ELO,Gravel,RM,3.9,4.6,4.7,4.42,357720,38327,12775700,982,
P01502,Velachery,12.9754605,80.2207047,100,2,1,4,Family,Yes,Commercial,AllPub,Paved,C,3.8,3.8,3.1,3.59,436391,122735,13637220,1651,
P02484,Karapakkam,12.9190519,80.2300343,133,1,1,3,Partial,No,House,NoSewr ,No Access,I,3.3,2.6,2.6,2.81,182641,59235,4936250,1288,
P10024,Velachery,12.9754605,80.2207047,83,2,1,4,Partial,Yes,Others,NoSewr ,No Access,RM,3.9,2.2,3.9,3.14,380011,95003,10555860,1661,
P03732,Velachery,12.9754605,80.2207047,68,2,1,4,Family,Yes,Others,ELO,No Access,RL,4.5,3.2,3.4,3.59,300949,87372,9708030,1578,
P04087,KK Nagar,13.0410013,80.1993919,4,3,2,5,Family,Yes,Others,AllPub,Paved,RM,4.3,3,4.4,3.95,549637,268427,12782260,1937,
P04706,Karapakkam,12.9190519,80.2300343,74,2,2,4,Partial,No,House,NoSewr ,No Access,I,3.8,2.4,4.8,3.78,172880,59428,5402500,1403,
P07661,Adyar,13.0011774,80.2564957,49,1,1,3,AdjLand,Yes,Others,ELO,Gravel,RL,3.5,3.9,4.7,4.18,368265,115740,10521855,968,
P01793,Karapakkam,12.9190519,80.2300343,185,2,2,4,Normal Sale,No,Others,NoSeWa,Gravel,C,2.2,4.3,2.2,2.83,357525,150161,7150500,1628,
P06943,Adyar,13.0011774,80.2564957,18,2,2,4,Family,Yes,Commercial,AllPub,Paved,C,2.1,3.2,2.6,2.57,564652,28233,14116310,1287,
P05095,Karapakkam,12.9190519,80.2300343,77,2,2,4,AbNormal,No,Others,ELO,No Access,RH,4,3.3,2.7,3.27,208250,127637,6717750,1438,
P06316,Karapakkam,12.9190519,80.2300343,95,2,2,4,Partial,Yes,Others,AllPub,No Access,C,3.3,2.2,2.7,2.73,204406,123883,6194125,1351,
P06757,Chrompet,12.951611,80.1461663,16,1,1,3,AdjLand,Yes,House,AllPub,Gravel,RL,2.3,2.3,4.8,3.05,326675,138590,9899250,956,
P08788,Adyar,13.0011774,80.2564957,47,1,1,3,AdjLand,Yes,House,ELO,Gravel,RH,5,2.8,3.8,3.96,394583,159966,10664405,1177,
P02951,Chrompet,12.951611,80.1461663,113,1,1,2,Partial,No,House,ELO,Paved,RH,2,4,2.7,3.01,153386,76693,5899450,774,
P04762,Karapakkam,12.9190519,80.2300343,145,1,1,3,Family,No,House,AllPub,No Access,RH,4.5,4.8,4.5,4.59,250415,119245,5962250,1207,
P03931,KK Nagar,13.0410013,80.1993919,70,2,1,4,AbNormal,No,Commercial,NoSeWa,Paved,RL,4.8,4.9,3.4,4.27,485630,148387,13489720,1561,
P04482,Karapakkam,12.9190519,80.2300343,46,1,1,3,AdjLand,No,Commercial,AllPub,Gravel,I,2.3,4.7,4.2,3.78,351969,160900,10056250,1156,
P04140,KK Nagar,13.0410013,80.1993919,11,3,2,5,Family,No,Commercial,NoSewr ,Paved,RM,3.1,4.1,2.7,3.24,732846,311849,15592460,1852,
P09344,Chrompet,12.951611,80.1461663,56,1,1,3,AbNormal,No,Commercial,AllPub,Paved,RH,3.3,4,2.5,3.34,315794,164213,12631750,1190,
P09238,Velachery,12.9754605,80.2207047,200,3,2,5,AdjLand,Yes,House,NoSewr ,Gravel,I,2.7,4.3,4.9,4.08,409987,143496,10249680,1823,
P01782,Velachery,12.9754605,80.2207047,176,2,1,4,Partial,No,Others,NoSewr ,Paved,C,3.4,3.3,2.4,3.06,278584,116077,7738440,1527,
P06169,Karapakkam,12.9190519,80.2300343,128,1,1,2,Family,Yes,Commercial,ELO,Gravel,I,3.7,2.5,3.2,3.14,318472,137522,7238000,581,
P06223,Karapakkam,12.9190519,80.2300343,13,1,1,2,Partial,Yes,Commercial,NoSeWa,No Access,RL,4.9,2.3,3.9,3.72,265278,163248,6802000,519,
P05353,Karapakkam,12.9190519,80.2300343,149,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RM,5,4.3,4.8,4.71,443363,207532,9433250,1290,
P08756,Chrompet,12.951611,80.1461663,10,2,1,4,Normal Sale,Yes,House,ELO,No Access,RH,4.3,4.6,4.3,4.42,275204,110081,9173450,1274,
P04025,Chrompet,12.951611,80.1461663,198,1,1,3,Family,Yes,Commercial,NoSewr ,Gravel,RM,3.5,3.3,3.9,3.54,417576,83515,13919200,1041,
P03165,Karapakkam,12.9190519,80.2300343,46,1,1,3,AbNormal,No,House,AllPub,Paved,C,2.2,3.2,4.1,3.26,191092,47773,4343000,908,
P05424,Karapakkam,12.9190519,80.2300343,27,2,2,4,AdjLand,Yes,Commercial,AllPub,Paved,I,4.5,2.8,3.2,3.47,372608,248405,12420250,1525,
P09592,Velachery,12.9754605,80.2207047,102,3,2,5,Family,No,Others,AllPub,No Access,RL,2.4,4.6,4.7,4.08,386445,132205,10169600,1984,
P05362,Karapakkam,12.9190519,80.2300343,65,2,2,4,AdjLand,No,Commercial,ELO,Paved,RL,3.7,4.2,4.7,4.25,591675,144900,12075000,1537,
P10021,Velachery,12.9754605,80.2207047,71,3,2,5,Partial,Yes,House,AllPub,Paved,RM,3.2,3.4,3,3.23,359209,108851,10885120,1806,
P07110,Adyar,13.0011774,80.2564957,75,1,1,3,AbNormal,No,Others,NoSeWa,No Access,RM,2.1,3.2,3.6,3.07,295898,69043,9863280,1152,
P05242,Chrompet,12.951611,80.1461663,190,2,1,4,Partial,Yes,Commercial,NoSeWa,Gravel,RM,2.1,3.4,2.7,2.8,487732,94400,15733300,1288,
P02239,Karapakkam,12.9190519,80.2300343,9,1,1,2,Family,No,Commercial,ELO,Paved,C,2.5,4.3,2.4,3,233933,109169,5198500,730,
P09715,Velachery,12.9754605,80.2207047,162,2,1,4,Family,No,Others,NoSewr ,Paved,RM,2.9,2.1,4.1,2.9,382177,191088,10616020,1730,
P00101,Chrompet,12.951611,80.1461663,101,1,1,3,Family,No,Commercial,NoSewr ,Paved,RL,3,4.9,3.9,4.03,320216,138760,10673850,845,
P06255,Velachery,12.9754605,80.2207047,136,2,1,4,Family,No,Commercial,ELO,Gravel,RH,3.6,2.8,4.7,3.57,459883,133514,14834920,1776,
P05766,Chrompet,12.951611,80.1461663,200,1,1,3,AbNormal,Yes,Commercial,NoSewr ,Paved,RM,3.9,3,3.2,3.33,425471,154717,12893050,913,
P07353,Chrompet,12.951611,80.1461663,141,1,1,3,Normal Sale,No,Others,NoSewr ,Paved,RH,2.7,2.7,3.5,2.94,214341,82439,8243880,1124,
P03604,Karapakkam,12.9190519,80.2300343,152,1,1,2,Partial,No,Commercial,NoSeWa,No Access,C,3.3,2.1,3.6,3.06,194053,70995,4733000,766,
P05276,Karapakkam,12.9190519,80.2300343,190,1,1,2,AbNormal,No,Commercial,NoSeWa,Paved,RH,3.2,2.4,3.9,3.24,311282,155641,6767000,665,
P05132,Chrompet,12.951611,80.1461663,149,1,1,2,Family,No,Others,AllPub,No Access,RH,2,4.1,3.5,3.29,192017,30003,6000540,762,
P03202,Velachery,12.9754605,80.2207047,190,3,2,5,Normal Sale,Yes,House,ELO,Gravel,RH,3,3.4,2.4,3,349509,141988,10922160,1833,
P01445,Chrompet,12.951611,80.1461663,132,1,1,3,Family,No,Commercial,NoSewr ,Paved,RL,4.8,4.6,2.5,3.966666667,303251,128299,11663500,944,
P01234,Anna Nagar,13.0849557,80.2101342,118,1,1,4,Family,No,Others,NoSewr ,Paved,RH,3.8,3.1,3.7,3.585,442523,179401,11960070,1754,
P01041,Chrompet,12.951611,80.1461663,39,1,1,3,AbNormal,Yes,Commercial,NoSewr ,Paved,RL,2.3,2.7,3.4,2.79,298838,59768,11953500,875,
P01856,Karapakkam,12.9190519,80.2300343,33,2,2,4,AdjLand,Yes,House,NoSeWa,No Access,RM,2,2.4,4.4,3.08,315952,102471,8539250,1392,
P07376,T Nagar,13.0417591,80.2340761,158,2,1,5,Family,Yes,House,NoSeWa,No Access,RM,2.7,2,4.2,3.2,542114,81317,13552840,1853,
P01590,Velachery,12.9754605,80.2207047,185,2,1,4,Normal Sale,Yes,House,NoSeWa,Gravel,RM,4,4.7,3.2,4.08,349820,207706,10931870,1576,
P00828,Chrompet,12.951611,80.1461663,0,1,1,3,Partial,Yes,Commercial,NoSeWa,Paved,RL,3.4,4.4,2.8,3.62,400123,154886,12907200,1022,
P04816,Anna Nagar,13.0849557,80.2101342,132,1,1,4,Normal Sale,No,House,NoSeWa,No Access,RL,3.5,3.1,3.1,3.24,372717,202332,10649060,1640,
P02793,Chrompet,12.951611,80.1461663,24,1,1,2,Partial,Yes,Others,NoSeWa,Paved,RL,4,2.9,3.9,3.53,270533,40990,8197980,779,
P02513,Velachery,12.9754605,80.2207047,92,2,1,4,AbNormal,Yes,Others,NoSewr ,Gravel,RM,4,4.6,2.3,3.76,358697,95652,11956550,1729,
P06539,Chrompet,12.951611,80.1461663,129,1,1,2,Family,Yes,Commercial,AllPub,Gravel,RH,4.5,2.3,3,3.17,308516,82271,10283850,715,
P00192,Anna Nagar,13.0849557,80.2101342,161,1,1,4,AdjLand,Yes,Commercial,NoSeWa,No Access,RH,2.1,3.5,2.4,2.57,657946,259716,17314380,1562,
P06536,Karapakkam,12.9190519,80.2300343,36,1,1,3,Partial,Yes,Others,ELO,Gravel,C,4.2,4.6,2.3,3.56,238316,72819,6619875,1203,
P05263,KK Nagar,13.0410013,80.1993919,155,3,2,5,AdjLand,No,Others,AllPub,Gravel,RH,4.4,4.4,3.4,4,485238,215661,10783060,1825,
P01649,Velachery,12.9754605,80.2207047,48,2,1,4,Family,No,House,AllPub,Gravel,RH,2,3.2,5,3.44,337629,136877,9125100,1707,
P06337,Adyar,13.0011774,80.2564957,140,1,1,3,Partial,Yes,Others,NoSeWa,Gravel,A,5,4.6,2.7,3.77,259296,110004,7857455,998,
P05058,Karapakkam,12.9190519,80.2300343,34,2,2,4,Normal Sale,Yes,House,AllPub,No Access,RH,3.7,4.2,2.6,3.41,340198,124463,8297500,1675,
P00491,Anna Nagar,13.0849557,80.2101342,156,1,1,4,Family,No,Commercial,ELO,Gravel,RM,5,2.1,2,3.075,683010,103486,20697270,1792,
P02377,Anna Nagar,13.0849557,80.2101342,54,1,1,4,Partial,Yes,House,NoSeWa,Gravel,RH,4.1,3.9,2.3,3.33,470899,211905,11772480,1574,
P05680,Karapakkam,12.9190519,80.2300343,67,1,1,3,Family,Yes,Commercial,NoSewr ,Gravel,I,3.6,4.9,3.8,4.07,447465,136185,9727500,1070,
P00948,Chrompet,12.951611,80.1461663,156,1,1,3,Normal Sale,No,Commercial,ELO,Gravel,RH,3.8,4.2,4.5,4.17,359629,86807,12401000,1125,
P09993,Velachery,12.9754605,80.2207047,12,3,2,5,Family,Yes,Commercial,NoSewr ,No Access,C,3.8,3.4,4.9,3.95,555414,306939,14616160,1971,
P05170,KK Nagar,13.0410013,80.1993919,93,2,1,4,Family,No,House,NoSeWa,Paved,RM,4.5,3.4,3.7,3.85,368055,152608,8976940,1361,
P04098,KK Nagar,13.0410013,80.1993919,74,3,2,5,Family,No,House,NoSewr ,Gravel,RL,3,3,4.9,3.76,478093,229086,9960280,1786,
P06577,Karapakkam,12.9190519,80.2300343,32,1,1,2,Normal Sale,Yes,Commercial,AllPub,No Access,A,4,4.4,4.5,4.32,159473,116947,5315750,612,
P08451,T Nagar,13.0417591,80.2340761,154,1,1,4,AdjLand,No,House,NoSeWa,Paved,RH,4.4,3.1,4.9,4.3,360403,191464,11262600,1596,
P08558,Anna Nagar,13.0849557,80.2101342,66,1,1,4,Normal Sale,No,Others,AllPub,No Access,RH,4.7,2.7,4.9,4.28,455587,175226,11681720,1644,
P09070,Adyar,13.0011774,80.2564957,78,1,1,3,AdjLand,No,Commercial,ELO,Paved,A,3.6,4.1,4.4,4.1,372629,42586,10646530,1041,
P06910,Chrompet,12.951611,80.1461663,24,1,1,3,Partial,No,Commercial,ELO,Paved,RH,3.2,4,4.9,4.03,271230,56117,9352750,810,
P05284,Chrompet,12.951611,80.1461663,117,1,1,3,AdjLand,No,Others,NoSewr ,No Access,RM,3.9,3.2,2.8,3.29,240307,102989,8582390,837,
P00185,T Nagar,13.0417591,80.2340761,181,2,1,5,AbNormal,Yes,House,AllPub,No Access,RM,2,2.1,4.4,3.105,533887,196695,14049650,1884,
P03738,Chrompet,12.951611,80.1461663,187,1,1,3,AdjLand,Yes,Others,ELO,No Access,RL,3,2,2.4,2.42,305349,148048,9253010,1063,
P02661,Karapakkam,12.9190519,80.2300343,69,1,1,3,Family,No,Others,NoSewr ,Paved,I,2.4,4.7,3,3.33,307556,120348,6686000,1298,
P05136,Anna Nagar,13.0849557,80.2101342,149,2,1,5,AbNormal,No,House,NoSeWa,No Access,RH,2.3,2.6,2,2.255,268034,182263,10721350,1867,
P07448,T Nagar,13.0417591,80.2340761,172,1,1,4,Partial,No,House,NoSewr ,No Access,RL,2.5,3.8,3.3,3.185,300066,80018,10002210,1575,
P05052,Karapakkam,12.9190519,80.2300343,74,2,2,4,Normal Sale,Yes,Others,NoSeWa,Gravel,C,4.1,4.7,4.5,4.44,364989,186550,8110875,1463,
P02210,Karapakkam,12.9190519,80.2300343,0,1,1,3,AbNormal,Yes,Others,NoSeWa,No Access,RM,3,2.9,4.2,3.45,284980,83818,8381750,1164,
P03752,Anna Nagar,13.0849557,80.2101342,149,2,1,5,Normal Sale,No,Commercial,NoSeWa,Paved,RM,3.4,3.5,2.3,2.985,510970,245265,20438790,1805,
P05633,Adyar,13.0011774,80.2564957,190,1,1,2,AbNormal,No,Others,ELO,No Access,C,4.3,5,2.4,3.49,146605,73303,4886840,733,
P04334,Adyar,13.0011774,80.2564957,76,1,1,3,AdjLand,Yes,Others,AllPub,Paved,C,4.8,4.9,3.5,4.17,386315,89150,9905510,1197,
P05185,KK Nagar,13.0410013,80.1993919,131,3,2,5,Normal Sale,No,House,AllPub,Paved,RH,4.1,2,2.1,2.67,341443,90382,10042440,2069,
P00081,Chrompet,12.951611,80.1461663,22,1,1,3,Partial,No,Commercial,NoSewr ,Gravel,RH,2.2,2.5,2.7,2.47,317243,67981,11330100,956,
P03411,Adyar,13.0011774,80.2564957,79,1,1,2,AdjLand,Yes,House,NoSewr ,No Access,RH,4.2,4.5,3.8,4.06,243022,31358,7839405,736,
P01606,Chrompet,12.951611,80.1461663,198,1,1,3,Family,Yes,House,NoSewr ,Paved,RM,4.4,3,2.9,3.39,309802,119923,9993600,1050,
P08281,KK Nagar,13.0410013,80.1993919,70,3,2,5,Normal Sale,Yes,Others,NoSeWa,Paved,RL,5,3.3,3.2,3.77,515696,167901,11992920,2047,
P06036,Adyar,13.0011774,80.2564957,50,1,1,2,AbNormal,Yes,Others,NoSeWa,Paved,RM,2.2,2.2,4.6,3.4,266985,124593,8899500,632,
P05275,Karapakkam,12.9190519,80.2300343,118,1,1,2,Family,No,Commercial,ELO,Paved,RL,4,4.7,3.7,4.09,282380,153292,8068000,871,
P02857,Adyar,13.0011774,80.2564957,192,1,1,3,Partial,Yes,Commercial,NoSewr ,No Access,A,2.4,4.5,2.5,2.87,291205,35298,8824390,811,
P06012,Adyar,13.0011774,80.2564957,141,1,1,3,Normal Sale,No,Others,AllPub,Paved,C,4.8,4.4,4.3,4.47,322042,8257,8257475,1087,
P07117,Chrompet,12.951611,80.1461663,126,1,1,3,AbNormal,Yes,Others,NoSeWa,Gravel,RH,3.5,2.4,3,2.91,317755,30750,10250150,1170,
P07022,Velachery,12.9754605,80.2207047,149,3,2,5,Partial,No,Others,ELO,Gravel,I,3.2,4.4,4.6,4.16,366150,134897,9635530,1843,
P00461,T Nagar,13.0417591,80.2340761,99,1,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3.8,4.2,2.1,3.135,536051,141066,14106600,1783,
P06106,Karapakkam,12.9190519,80.2300343,39,1,1,2,Normal Sale,Yes,Commercial,NoSewr ,Paved,RH,2.7,4.7,4.5,4.02,415507,216786,9032750,847,
P04352,Chrompet,12.951611,80.1461663,78,2,1,4,Partial,No,Others,ELO,No Access,RH,4.4,4.9,3.3,4.2,230110,32873,8218210,1258,
P06551,Karapakkam,12.9190519,80.2300343,176,1,1,3,AdjLand,No,Others,ELO,Paved,RL,2.3,4.1,4.6,3.76,320084,174591,7274625,979,
P02567,Karapakkam,12.9190519,80.2300343,77,2,2,4,Partial,No,Others,AllPub,Gravel,C,4.3,4.5,2.4,3.6,325793,96257,7404375,1607,
P08405,Chrompet,12.951611,80.1461663,127,1,1,2,Normal Sale,No,Others,NoSewr ,Paved,RL,4,4.1,4.6,4.22,193169,100448,7726750,775,
